[id] ID,[title] TITLE,[date] DATE,[sem] Description,[cat] Form-factor,[cat] Category of BCI,[cat] Type of Media,[cat] Keywords,[quant] Date,[quant] Prediction,[quant] BCI forecast,[quant] Reality factor,[quant] Neurafictionality,[quant] Neuroptimism,[quant] Utopianism,[quant] Invasiveness,[cat] Author/Directed by,[cat] Distributed by,[cat] Production Company
272,Hostile Waters Antaeus Rising,2001,"On board are a series of ""soulcatcher"" chips, a classified 1990s military program researched into for the storage of human brain functions on a silicon chip. The soulcatcher technology was used to store the minds of every crew member ever assigned to an Antaeus vessel.",N/A,"consciousness transfer, knowledge upload, linking, storage",game,military,2001,2146,146,0.14383562,0.12352941,0.13480791,0,N/A,N/A,N/A,N/A
273,Down and Out in the Magic Kingdom,2003,"""Refresh"" or a ""restore from backup"" is the cure for dying; which consists of creating a ""force-grown"" clone and downloading into its mind a backup of one's own mind created earlier. Synthesized memories (from other data sources filling in the time gap between last backup and death) were an innovation created in the book.",N/A,"consciousness transfer, knowledge upload, memory, storage",Novel,"backup, clones, eternal life",2003,2146,144,0.13194444,0.11309524,0.13453997,0.5,N/A,Cory Doctorow,N/A,N/A
274,Upload,2020,Uploading consciousness into computer for an afterlife experience.,"MRI, chair, glasses, headset, software, tool",consciousness transfer,TV Series,"XR, consciousness, digital clones, eternal life, hologram",2020,2121,102,0.01960784,0.01324503,0.10558069,0.5,0.25,Greg Daniels,Amazon Prime Video,"3 Arts Entertainment, Amazon Studios, Deedle-Dee Productions"
275,Accelerando,2005,Uploading consciousness into computer,N/A,consciousness transfer,Short Story,consciousness,2005,2121,117,0.14529915,0.10240964,0.1102555,0.5,N/A,Charles Stross,N/A,N/A
276,Learning to be me (Axiomatic) ,1995,"neural implant called a ""jewel""—a small computer inserted into the brain at birth that monitors its activity in order to learn how to mimic its behavior. By the time one reaches adulthood, the jewel's simulation is a near-perfect predictor of the brain's activity, and the jewel is given control of the person's body while the redundant brain is discarded. In this way, people with the jewel can eliminate the cognitive decline associated with aging by implementing their minds on a machine. Also, by transplanting the jewels into cloned bodies genetically altered to develop without brains, they can live youthfully forever.",implant,"consciousness transfer, reading thoughts, recording brain activity",Short Story,"clones, eternal life, stimulations",1995,2146,152,0.17763158,0.15340909,0.13557521,0.5,0.75,Greg Egan,N/A,N/A
277,Closer (Axiomatic),1995,"neural implant called a ""jewel""—a small computer inserted into the brain at birth that monitors its activity in order to learn how to mimic its behavior. By the time one reaches adulthood, the jewel's simulation is a near-perfect predictor of the brain's activity, and the jewel is given control of the person's body while the redundant brain is discarded. In this way, people with the jewel can eliminate the cognitive decline associated with aging by implementing their minds on a machine. Also, by transplanting the jewels into cloned bodies genetically altered to develop without brains, they can live youthfully forever.
in ""Closer"" a couple arranges to have the internal states of their jewels gradually made more similar so they can temporarily become a single person.",implant,"consciousness transfer, reading thoughts, recording brain activity",Short Story,"clones, eternal life, stimulations",1995,2146,152,0.17763158,0.15340909,0.13557521,0.5,0.75,Greg Egan,N/A,N/A
278,Permutation City,1994,"Within the story, ""Copies"" – digital renderings of human brains with complete subjective consciousness, the technical descendants of ever more comprehensive medical simulations – live within VR environments after a process of ""scanning"". Copies are the only objects within VR environments that are simulated in full detail, everything else being produced with varying levels of generalisation, lossy compression, and hashing at all times.",tool,"XR, consciousness transfer",Novel,"XR, digital clones, medical",1994,2146,153,0.18300654,0.15819209,0.13569803,0.5,N/A,Greg Egan,N/A,N/A
279,A Kidnapping (Axiomatic),1995,"People wishing to upload themselves into computer simulations to avoid death are periodically scanned so that a recent copy of the individual can be simulated in the event of death. Due to limited computing resources, however, uploaded people are simulated slower than their physical counterparts, making communication between them difficult.",N/A,consciousness transfer,Short Story,"eternal life, simulations",1995,2146,152,0.17763158,0.15340909,0.13557521,0.5,N/A,Greg Egan,N/A,N/A
280,Aristoi,1992,"The Aristoi can split their minds into daimones, or ""limited personalities"", all which can operate as independent mental entities guided by the will of the main 'self' of the Aristos. There are several rituals designed to bring the main personality into contact with his own daimones and establish organization and control among them. In virtual reality, deployed through an implanted brain-computer interface, these selves can even be manifested as distinct individuals. The daimones can work on various projects independently without using the body, so that many things can be accomplished in a fraction of the time it would take a single-minded person to do them.",implant,"consciousness transfer, linking",Novel,XR,1992,2146,155,0.19354839,0.16759777,0.13593957,0.5,0.75,Walter Jon Williams,N/A,N/A
281,Futurama,2010,"a machine that allows users to switch minds so that they may each pursue their lifelong dreams. However, they learn that the machine cannot be used twice on the same pairing of bodies. To try to return to their rightful bodies, they involve the rest of the crew in the mind switches, leaving each member free to pursue their own personal endeavors in a different crew member's body.",tool,consciousness transfer,sitcom,N/A,2010,2146,137,0.08759124,0.07453416,0.13354974,0,0.25,Matt Groening,20th Television,"20th Century Fox Television, Rough Draft Studios, The Curiosity Company"
282,Transcendence,2014,upload consciousness into the quantum computer. Consciousness survives body's death in this technological form and requests to be connected to the Internet to grow in capability and knowledge. It displays the ability to remotely connect to and control people's minds after they have been subjected to his nanoparticles.,"helmet, tool","consciousness transfer, control of the user, linking",Movie,consciousness,2014,2146,133,0.06015038,0.05095541,0.13294425,0.5,0.25,"Jack Paglen, Wally Pfister","Summit Entertainment, Warner Bros. Pictures","Alcon Entertainment, DMG Entertainment"
283,Chappie,2015,transfer of consciousness via helmet,helmet,consciousness transfer,Movie,consciousness,2015,2146,132,0.0530303,0.0448718,0.13278803,0.5,0.25,Neill Blomkamp,Sony Pictures Releasing,"Columbia Pictures, Marvel Comics"
284,Doctor Who,1966,Cybermen successfully convert much of the world's population by placing their human brains into robotic shells.,N/A,"brain transfer, consciousness transfer","Anime, Movie, Novel, TV Series, comics, game",N/A,1966,2146,181,0.30939227,0.27317073,0.13865063,0.5,N/A,"Donald B. Wilson, Sydney Newman",BBC,BBC
285,Rise 2: Resurrection,1996,"The cyborg Coton from Rise of the Robots defeated his opponents and faced the Supervisor, who used her morphing ability to defeat him and assimilate him into her own consciousness. Coton's thought patterns were cloned and used to bolster the artificial intelligence of the Supervisor, who used fragments of his conscious in selected robots to imbue them with the ability to improve upon their own design.",N/A,consciousness transfer,game,N/A,1996,2146,151,0.17218543,0.14857143,0.13545098,0.5,N/A,Mirage,N/A,"Absolute Entertainment, Acclaim Entertainment, Time Warner Interactive"
286,Rise of the Robots,1994,"it has an organic, human brain. Coton sets out on a lone mission to neutralise the Supervisor and her insurgent robots from within. He does this in revenge for his ""father"" being ""murdered""—Coton's human brain was cloned from the late CEO, and the cyborg thinks like a human, and has emotions.",N/A,consciousness transfer,game,N/A,1994,2146,153,0.18300654,0.15819209,0.13569803,0.5,N/A,Mirage,N/A,Acclaim Entertainment
287,True Names,1981,"transfer of consciousness to computer, powered by AI",N/A,consciousness transfer,Novel,consciousness,1981,2121,141,0.29078014,0.21578947,0.11619989,0.5,N/A,Vernor Vinge,N/A,N/A
288,Schismatrix,1985,"""wirehead"" is the Mechanist term for a human who has given up corporeal existence and become a computer simulation.",N/A,consciousness transfer,Novel,N/A,1985,2146,162,0.22839506,0.19892473,0.13674403,0.5,N/A,Bruce Sterling,N/A,N/A
289,American Dad!,2009,The hero uses the mind transfer gear to go into Roger's unconscious mind to bring him back to consciousness,helmet,consciousness transfer,sitcom,N/A,2009,2121,113,0.11504425,0.08024691,0.10909353,0.5,0.25,"Matt Weitzman, Mike Barker, Seth MacFarlane","20th Television, Fox","20th Television, Fuzzy Door Productions"
290,Johnny Mnemonic,1995,"data storage device implanted in the user's brain, allowing him to discreetly carry information too sensitive to transfer across the Net, the virtual-reality equivalent of the Internet. Uploading
data is a process that involves plugging a small cable directly into the skull and donning some protective gear to avoid damage during the very painful procedure. ",implant,"cerebral defense, reality, storage",Movie,XR,1995,2071,77,0.35064935,0.15340909,0.06763763,1,0.75,"Robert Longo, William Gibson",Tri-Star Pictures,Alliance Communications
